student_id,student_name,gender,grade_name,branch,arts_score,english_score,math_score,phys_ed_score,science_score,average_marks,gpa,attendance,exam_status
STU1210,Zen,Female,Grade 5,Phys.Ed,62.99,49.96,59.32,62.61,88.84,64.74,3,81.85,Pass
STU1211,Mack,Female,Grade 2,Arts,14.38,61.56,50.75,64.13,82.94,54.75,2,96.41,Pass
STU1212,Sophia,Male,Grade 2,Arts,67.51,66.79,47.61,45.98,49.1,55.4,3,76.76,Pass
STU1213,Sophia,Male,Grade 1,English,57.72,79.41,51.45,53.17,93.43,67.04,3,83.13,Not Attended
STU1214,Liam,Male,Grade 4,Math's,65.87,79.69,80.06,74.49,46.57,69.34,3,93.4,Pass
STU1215,Zen,Female,Grade 3,Arts,63.14,41.23,68.34,55.11,87.54,63.07,3,80.84,Pass
STU1216,Sophia,Male,Grade 2,English,61.02,82.28,67.64,66.25,59.1,67.26,3,88.02,Fail
STU1217,Shawn,Female,Grade 1,Math's,88.53,70.62,49.39,55.18,55.98,63.94,3,92.32,Pass
STU1218,Sophia,Male,Grade 5,Arts,53.7,57.97,59.14,44.59,68.06,56.69,3,94.93,Fail
STU1219,Lucas,Male,Grade 5,Science,86.09,72.65,21.76,67.66,52.92,60.22,3,73.42,Pass
STU1220,Lucas,Female,Grade 5,Science,77.35,76.23,58.44,54.4,60.05,65.29,3,75.91,Pass
STU1221,Sophia,Male,Grade 5,Math's,54.14,58.18,46.25,52.24,89.28,60.02,3,75.04,Pass
STU1222,Hudson,Male,Grade 5,Phys.Ed,64.36,70.48,58.1,56.2,79.77,65.78,3,80.81,Pass
STU1223,Liam,Female,Grade 5,English,57.49,59.74,63.95,61.42,51.43,58.81,3,66.6,Pass
STU1224,Mason,Male,Grade 1,Math's,76.98,82.56,88.92,68.6,81.34,79.68,4,81.93,Pass
STU1225,Ethan,Male,Grade 5,Math's,69.96,44.2,53.01,60.45,71.51,59.83,3,100.0,Fail
STU1226,Mia,Male,Grade 2,Math's,54.8,85.46,50.56,73.22,64.88,65.78,3,82.67,Pass
STU1227,Zen,Male,Grade 2,Math's,36.96,75.97,64.81,57.59,69.26,60.92,3,87.35,Pass
STU1228,Cal,Male,Grade 2,Math's,66.53,84.44,63.55,61.52,74.42,70.09,4,73.92,Pass
STU1229,Liam,Female,Grade 5,English,55.13,43.4,44.32,81.28,54.09,55.64,3,86.58,Pass
STU1230,Noah,Male,Grade 4,Arts,75.28,94.7,52.65,52.55,99.72,74.98,4,83.02,Pass
STU1231,Olivia,Female,Grade 3,Phys.Ed,61.5,47.02,49.92,36.83,82.76,55.6,3,72.27,Pass
STU1232,Emma,Female,Grade 3,Math's,42.65,83.55,46.23,39.45,66.81,55.74,3,81.96,Pass
STU1233,Zen,Male,Grade 5,Math's,60.45,48.12,58.55,64.57,44.05,55.15,3,80.01,Pass
STU1234,Ava,Female,Grade 5,English,67.45,80.22,73.12,74.66,63.98,71.89,4,78.97,Pass
STU1235,Tyler,Female,Grade 1,English,57.84,66.49,46.91,59.2,55.17,57.12,3,83.19,Pass
STU1236,Ava,Male,Grade 2,Phys.Ed,49.82,75.96,63.33,56.6,85.01,66.14,3,79.48,Pass
STU1237,Noah,Female,Grade 3,English,54.27,66.37,78.2,60.01,72.46,66.26,3,82.49,Pass
STU1238,Cal,Male,Grade 5,Arts,59.49,57.59,53.19,66.84,48.15,57.05,3,92.85,Pass
STU1239,Cal,Male,Grade 3,Phys.Ed,36.81,49.08,56.63,76.32,68.94,57.56,3,84.15,Pass
STU1240,Jack,Male,Grade 2,English,71.9,48.77,70.77,58.17,42.35,58.39,3,91.16,Pass
STU1241,Robert,Female,Grade 3,Science,78.86,77.11,64.5,45.97,36.69,60.63,3,100.0,Pass
STU1242,Robert,Female,Grade 1,Science,68.72,74.45,29.96,74.3,54.57,60.4,3,75.34,Pass
STU1243,Cal,Female,Grade 3,Arts,79.57,67.51,36.98,46.29,63.24,58.72,3,86.69,Pass
STU1244,Ethan,Female,Grade 3,Math's,78.28,62.75,72.46,62.78,68.86,69.03,3,90.22,Pass
STU1245,Mason,Female,Grade 1,Arts,54.87,56.71,55.66,55.79,71.86,58.98,3,87.36,Pass
STU1246,Robert,Female,Grade 4,English,69.08,78.73,66.14,83.54,57.88,71.07,4,87.98,Pass
STU1247,Hudson,Female,Grade 3,Science,87.84,77.77,56.86,47.61,56.47,65.31,3,82.71,Pass
STU1248,Hudson,Male,Grade 1,Phys.Ed,74.25,91.64,62.51,37.14,72.09,67.53,3,80.83,Pass
STU1249,Ava,Male,Grade 4,English,50.63,46.25,58.86,82.94,45.41,56.82,3,98.38,Pass
STU1250,Noah,Male,Grade 1,Phys.Ed,80.8,64.74,81.17,74.62,69.88,74.24,4,88.07,Pass
STU1251,Sophia,Male,Grade 1,English,55.08,58.84,65.48,58.07,71.61,61.82,3,74.1,Pass
STU1252,Ethan,Female,Grade 1,English,56.44,69.78,50.92,59.74,44.53,56.28,3,92.76,Pass
STU1253,Ava,Male,Grade 2,Phys.Ed,78.11,75.21,79.64,56.9,70.73,72.12,4,93.51,Pass
STU1254,Michal,Male,Grade 1,English,89.81,88.43,33.96,45.65,46.18,60.81,3,96.69,Pass
STU1255,Emma,Female,Grade 5,Math's,63.09,56.99,65.99,38.1,81.31,61.09,3,71.37,Pass
STU1256,Shawn,Female,Grade 4,Science,49.69,72.57,61.56,49.3,47.8,56.19,3,85.07,Not Attended
STU1257,Cal,Female,Grade 2,Science,56.76,78.64,63.91,71.89,57.97,65.84,3,94.6,Pass
STU1258,Hudson,Male,Grade 3,Math's,50.92,57.22,100.0,82.68,86.9,75.55,4,81.35,Pass
STU1259,Noah,Female,Grade 5,Science,76.66,68.52,59.11,57.98,59.65,64.38,3,88.87,Pass
STU1260,Noah,Male,Grade 2,Phys.Ed,84.64,24.47,69.18,69.61,81.35,65.85,3,83.48,Fail
STU1261,Lucas,Male,Grade 5,Math's,70.66,63.91,61.08,72.91,32.48,60.21,3,86.96,Pass
STU1262,Mason,Male,Grade 2,Phys.Ed,73.76,63.06,48.32,54.13,83.9,64.63,3,88.37,Pass
STU1263,Sophia,Male,Grade 2,Science,56.48,53.89,48.07,64.48,58.56,56.3,3,88.37,Pass
STU1264,Michal,Female,Grade 5,Phys.Ed,45.44,52.59,42.17,57.56,94.23,58.4,3,84.62,Pass
STU1265,Zen,Male,Grade 3,English,43.97,78.36,89.32,52.64,75.34,67.93,3,84.18,Pass
STU1266,Shawn,Female,Grade 5,Arts,43.05,76.27,88.98,49.92,57.83,63.21,3,89.49,Pass
STU1267,Mia,Female,Grade 5,Math's,47.47,84.99,60.1,72.8,44.23,61.92,3,88.71,Pass
STU1268,Liam,Male,Grade 3,Science,67.57,55.71,44.76,81.93,59.58,61.91,3,75.97,Pass
STU1269,Mack,Male,Grade 2,Science,54.5,73.45,41.46,90.35,77.98,67.55,3,82.46,Pass
STU1270,Olivia,Male,Grade 2,Arts,50.55,67.62,77.35,60.47,54.07,62.01,3,75.75,Pass
STU1271,Sophia,Male,Grade 5,Phys.Ed,60.37,64.38,75.72,68.31,69.7,67.69,3,59.73,Pass
STU1272,Mason,Female,Grade 2,English,38.45,87.4,64.95,56.52,84.59,66.38,3,77.77,Pass
STU1273,Mia,Female,Grade 5,Phys.Ed,64.7,64.64,40.79,59.55,46.42,55.22,3,82.5,Pass
STU1274,Ava,Female,Grade 2,Science,72.09,69.47,69.13,71.82,42.76,65.05,3,78.38,Pass
STU1275,Jack,Female,Grade 3,Phys.Ed,36.0,36.18,71.24,40.05,69.5,50.59,2,80.0,Pass
STU1276,Robert,Female,Grade 2,Math's,70.49,80.2,64.06,41.82,73.17,65.95,3,82.86,Pass
STU1277,Zen,Male,Grade 4,Math's,48.2,41.63,33.57,60.58,89.73,54.74,2,100.0,Pass
STU1278,Robert,Male,Grade 5,Science,77.05,100.0,81.75,62.95,54.75,75.3,4,76.6,Fail
STU1279,Hudson,Male,Grade 4,Math's,39.77,72.32,85.72,54.27,46.09,59.64,3,87.96,Pass
STU1280,Shawn,Female,Grade 2,Science,86.31,60.56,30.39,64.81,67.51,61.92,3,84.84,Pass
STU1281,Lucas,Male,Grade 5,Phys.Ed,74.49,73.44,73.57,64.02,47.87,66.68,3,95.6,Pass
STU1282,Shawn,Female,Grade 1,Phys.Ed,56.62,75.78,56.86,86.9,85.7,72.37,4,73.57,Fail
STU1283,Tyler,Male,Grade 5,Arts,55.13,82.97,79.7,60.0,78.7,71.3,4,64.71,Pass
STU1284,Liam,Female,Grade 4,Math's,45.68,69.53,23.53,51.84,80.53,54.22,2,83.9,Pass
STU1285,Lucas,Female,Grade 5,English,61.24,59.16,79.58,38.8,71.67,62.09,3,79.59,Pass
STU1286,Jack,Female,Grade 3,Arts,70.32,47.37,49.26,61.36,53.42,56.35,3,82.22,Pass
STU1287,Hudson,Female,Grade 3,Phys.Ed,66.08,45.93,57.34,48.42,94.27,62.41,3,94.34,Pass
STU1288,Robert,Female,Grade 4,Science,58.36,100.0,69.78,39.31,51.97,63.88,3,83.57,Pass
STU1289,Sophia,Female,Grade 5,English,60.89,50.87,26.74,84.84,62.57,57.18,3,77.83,Pass
STU1290,Shawn,Female,Grade 5,Science,47.69,58.53,43.36,58.38,31.11,47.81,2,77.57,Pass
STU1291,Mason,Female,Grade 5,Arts,43.16,54.12,43.02,49.89,72.12,52.46,2,90.91,Not Attended
STU1292,Liam,Female,Grade 3,Math's,46.19,76.17,47.77,58.56,90.33,63.81,3,92.97,Pass
STU1293,Lucas,Female,Grade 3,Arts,40.4,38.78,80.32,50.3,50.1,51.98,2,81.07,Pass
STU1294,Lucas,Male,Grade 3,Math's,82.77,71.55,45.0,73.79,63.29,67.28,3,84.3,Pass
STU1295,Noah,Male,Grade 4,Phys.Ed,43.59,69.07,63.17,39.35,48.8,52.8,2,78.54,Pass
STU1296,Ethan,Male,Grade 5,Math's,47.51,54.63,48.06,44.5,66.26,52.19,2,72.71,Pass
STU1297,Michal,Female,Grade 3,Science,24.15,61.79,71.57,69.65,64.24,58.28,3,91.11,Pass
STU1298,Ava,Female,Grade 2,English,58.62,61.11,78.48,57.85,79.47,67.11,3,80.23,Fail
STU1299,Tyler,Male,Grade 4,Science,82.77,60.28,64.53,66.86,51.84,65.26,3,83.01,Pass
STU1300,Noah,Male,Grade 3,Phys.Ed,62.28,58.7,71.13,52.27,73.21,63.52,3,85.7,Pass
STU1301,Ethan,Male,Grade 4,Phys.Ed,76.49,72.88,39.7,90.38,40.54,64.0,3,91.59,Pass
STU1302,Emma,Female,Grade 5,English,69.76,64.34,58.0,63.08,71.97,65.43,3,94.26,Pass
STU1303,Michal,Male,Grade 2,Science,60.53,77.34,90.08,64.02,73.48,73.09,4,86.63,Pass
STU1304,Cal,Female,Grade 3,Phys.Ed,73.87,51.07,78.41,55.41,79.88,67.73,3,72.46,Not Attended
STU1305,Zen,Male,Grade 2,Phys.Ed,72.1,68.27,66.24,56.96,70.94,66.9,3,95.86,Pass
STU1306,Michal,Female,Grade 1,Math's,66.41,44.96,41.2,66.46,62.82,56.37,3,87.52,Pass
STU1307,Liam,Male,Grade 4,Arts,32.05,60.57,25.23,50.08,42.97,42.18,2,74.05,Pass
STU1308,Michal,Male,Grade 1,Science,56.62,81.96,33.3,65.2,98.53,67.12,3,82.6,Fail
STU1309,Robert,Female,Grade 4,English,100.0,82.55,96.59,57.93,66.95,80.8,4,84.29,Pass
STU1310,Liam,Female,Grade 5,Science,68.96,49.65,57.47,85.21,64.78,65.22,3,81.38,Pass
STU1311,Zen,Female,Grade 5,Phys.Ed,78.53,80.39,63.81,66.03,76.84,73.12,4,85.45,Pass
STU1312,Olivia,Female,Grade 3,Science,67.73,97.7,44.74,55.83,34.9,60.18,3,87.48,Pass
STU1313,Damon,Female,Grade 5,Math's,77.0,87.02,63.74,58.49,76.49,72.55,4,76.81,Pass
STU1314,Robert,Male,Grade 3,Arts,63.15,57.32,53.33,59.51,47.03,56.07,3,81.85,Pass
STU1315,Robert,Male,Grade 4,Science,65.38,55.18,71.58,64.07,53.88,62.02,3,83.61,Fail
STU1316,Sophia,Male,Grade 5,Arts,72.22,36.0,94.25,57.54,90.56,70.11,4,89.73,Pass
STU1317,Cal,Female,Grade 3,Science,100.0,62.2,47.92,54.02,63.02,65.43,3,83.99,Pass
STU1318,Hudson,Male,Grade 3,Phys.Ed,74.82,58.48,74.04,64.25,84.87,71.29,4,89.9,Pass
STU1319,Mason,Male,Grade 5,Phys.Ed,62.23,55.18,63.62,56.74,72.67,62.08,3,84.5,Pass
STU1320,Ethan,Female,Grade 2,Arts,68.78,37.92,61.43,70.89,47.84,57.37,3,94.95,Pass
STU1321,Sophia,Female,Grade 2,Science,46.65,85.9,63.23,66.8,70.3,66.58,3,88.73,Pass
STU1322,Emma,Male,Grade 5,Arts,82.0,46.8,27.06,63.91,53.62,54.68,2,91.03,Not Attended
STU1323,Cal,Female,Grade 5,Science,63.79,82.65,65.17,56.72,66.85,67.04,3,98.71,Pass
STU1324,Mia,Male,Grade 4,Arts,40.64,63.05,51.47,56.24,76.05,57.49,3,84.72,Not Attended
STU1325,Damon,Female,Grade 5,Phys.Ed,74.88,77.93,80.82,77.5,62.36,74.7,4,95.1,Pass
STU1326,Lucas,Male,Grade 1,Arts,59.52,87.48,78.6,50.39,53.63,65.92,3,88.7,Pass
STU1327,Shawn,Male,Grade 2,Arts,48.72,55.18,23.62,63.04,60.43,50.2,2,74.49,Pass
STU1328,Mia,Female,Grade 5,Math's,66.66,67.51,59.25,49.7,62.99,61.22,3,78.83,Pass
STU1329,Cal,Female,Grade 3,English,47.37,67.79,43.31,52.96,48.58,52.0,2,82.08,Pass
STU1330,Shawn,Male,Grade 3,Science,43.47,92.73,53.04,52.5,93.25,67.0,3,90.72,Pass
STU1331,Lucas,Female,Grade 1,Science,62.7,57.65,47.16,65.78,57.1,58.08,3,100.0,Not Attended
STU1332,Ethan,Female,Grade 3,English,68.82,39.71,25.7,40.42,69.23,48.78,2,87.49,Pass
STU1333,Zen,Female,Grade 2,Math's,79.2,45.02,18.56,60.66,40.59,48.81,2,83.52,Pass
STU1334,Michal,Female,Grade 1,English,74.96,63.12,68.61,49.26,56.88,62.56,3,73.26,Pass
STU1335,Lucas,Male,Grade 4,Math's,52.05,44.52,52.37,66.7,58.36,54.8,2,66.12,Pass
STU1336,Hudson,Female,Grade 3,Phys.Ed,64.76,84.48,61.67,56.63,65.35,66.58,3,79.51,Pass
STU1337,Liam,Male,Grade 5,Math's,45.86,52.6,67.16,45.23,100.0,62.17,3,77.07,Pass
STU1338,Cal,Female,Grade 5,Arts,51.45,78.13,36.49,72.51,91.13,65.94,3,95.62,Pass
STU1339,Cal,Male,Grade 2,English,72.65,65.07,58.27,49.26,68.89,62.83,3,100.0,Pass
STU1340,Liam,Female,Grade 2,English,52.69,87.07,59.46,53.18,51.41,60.76,3,96.11,Pass
STU1341,Damon,Female,Grade 3,Math's,98.54,57.47,50.62,61.96,46.01,62.92,3,79.99,Pass
STU1342,Mia,Female,Grade 5,Science,65.16,62.9,34.19,56.41,60.4,55.81,3,77.54,Pass
STU1343,Hudson,Male,Grade 5,Arts,69.07,79.48,49.85,56.88,70.15,65.09,3,69.69,Pass
STU1344,Robert,Male,Grade 3,Phys.Ed,76.12,96.07,47.45,44.8,60.12,64.91,3,81.88,Fail
STU1345,Cal,Male,Grade 5,Science,66.42,56.94,48.67,43.72,49.34,53.02,2,99.7,Pass
STU1346,Noah,Female,Grade 2,English,40.97,63.29,52.59,65.48,53.99,55.26,3,74.27,Fail
STU1347,Lucas,Male,Grade 1,Science,79.31,72.0,70.0,50.25,75.11,69.34,3,70.21,Pass
STU1348,Sophia,Male,Grade 5,Phys.Ed,84.18,51.35,65.71,62.86,68.62,66.54,3,95.01,Pass
STU1349,Michal,Female,Grade 4,Science,58.45,64.12,43.43,73.68,46.0,57.14,3,82.91,Pass
STU1350,Mia,Male,Grade 5,Science,86.72,64.47,100.0,51.05,42.65,68.98,3,75.88,Pass
STU1351,Emma,Female,Grade 2,Phys.Ed,42.8,62.9,42.84,66.42,59.98,54.99,2,86.27,Pass
STU1352,Zen,Male,Grade 3,Phys.Ed,68.97,63.41,39.05,36.32,53.26,52.2,2,84.06,Pass
STU1353,Ava,Female,Grade 1,Phys.Ed,67.07,61.18,45.29,39.75,45.54,51.76,2,94.87,Pass
STU1354,Mason,Male,Grade 5,Phys.Ed,46.83,52.0,58.32,34.8,46.37,47.67,2,82.11,Pass
STU1355,Zen,Male,Grade 4,Science,75.3,78.49,41.7,58.65,26.2,56.07,3,88.68,Pass
STU1356,Damon,Female,Grade 3,English,44.62,65.55,62.76,54.5,49.95,55.48,3,77.56,Fail
STU1357,Mason,Male,Grade 5,Arts,35.61,78.14,59.07,55.76,67.08,59.13,3,77.25,Pass
STU1358,Zen,Male,Grade 2,Science,62.12,65.89,39.81,43.59,61.6,54.6,2,82.14,Fail
STU1359,Tyler,Male,Grade 3,Arts,60.87,70.15,91.5,67.78,76.72,73.41,4,92.84,Pass
STU1360,Tyler,Female,Grade 2,English,38.57,69.85,58.27,85.28,57.66,61.92,3,77.79,Pass
STU1361,Tyler,Female,Grade 1,English,65.36,72.06,36.49,57.26,58.18,57.87,3,72.22,Pass
STU1362,Jack,Female,Grade 2,Math's,69.08,45.42,52.77,59.83,75.04,60.43,3,82.6,Pass
STU1363,Zen,Female,Grade 1,Arts,74.88,71.11,65.24,70.54,30.18,62.39,3,86.48,Not Attended
STU1364,Robert,Male,Grade 4,Math's,62.34,54.84,64.93,51.15,78.2,62.29,3,85.33,Pass
STU1365,Michal,Male,Grade 5,Phys.Ed,54.75,65.6,47.12,60.47,25.63,50.71,2,87.43,Pass
STU1366,Ava,Male,Grade 3,Science,27.52,50.33,71.38,54.97,56.5,52.14,2,84.86,Pass
STU1367,Shawn,Female,Grade 3,Arts,81.57,83.49,41.97,66.45,49.34,64.56,3,77.4,Not Attended
STU1368,Noah,Male,Grade 3,Phys.Ed,66.64,88.57,81.55,55.52,34.28,65.31,3,95.08,Pass
STU1369,Cal,Male,Grade 1,Science,82.39,46.87,87.17,65.59,65.57,69.52,3,96.92,Pass
STU1370,Jack,Female,Grade 5,Math's,55.37,81.99,92.18,37.7,72.59,67.97,3,85.42,Pass
STU1371,Olivia,Female,Grade 2,Math's,65.2,55.74,54.19,70.97,95.78,68.37,3,90.07,Pass
STU1372,Damon,Female,Grade 4,English,61.13,49.76,74.67,79.23,64.96,65.95,3,92.67,Pass
STU1373,Lucas,Male,Grade 3,Math's,63.44,49.25,85.6,84.39,65.87,69.71,3,76.15,Pass
STU1374,Hudson,Female,Grade 5,Math's,76.25,80.86,47.6,62.14,55.87,64.54,3,100.0,Pass
STU1375,Mason,Male,Grade 3,Arts,71.49,58.86,40.06,70.05,65.06,61.1,3,65.09,Pass
STU1376,Mason,Male,Grade 3,Science,54.57,60.04,36.35,72.44,62.28,57.14,3,87.5,Pass
STU1377,Emma,Female,Grade 2,English,41.6,63.02,42.69,60.38,74.0,56.34,3,91.96,Pass
STU1378,Shawn,Male,Grade 2,English,65.02,71.85,54.06,48.07,61.42,60.09,3,78.8,Pass
STU1379,Ava,Female,Grade 4,Phys.Ed,42.33,39.94,58.38,76.15,62.49,55.86,3,86.08,Pass
STU1380,Hudson,Male,Grade 2,Science,40.5,96.68,38.73,63.64,35.15,54.94,2,80.81,Pass
STU1381,Zen,Male,Grade 2,English,79.4,85.06,49.44,61.92,65.94,68.35,3,88.95,Not Attended
STU1382,Lucas,Male,Grade 5,Phys.Ed,55.86,52.69,78.4,63.77,53.57,60.86,3,81.12,Pass
STU1383,Mia,Female,Grade 4,English,77.13,50.3,63.42,60.21,62.91,62.79,3,76.38,Pass
STU1384,Olivia,Female,Grade 4,Phys.Ed,62.21,51.1,61.66,63.52,82.44,64.18,3,99.26,Pass
STU1385,Sophia,Male,Grade 5,English,56.97,70.35,77.56,49.01,47.62,60.3,3,85.08,Fail
STU1386,Zen,Male,Grade 4,Arts,47.56,57.13,19.38,80.28,88.52,58.57,3,75.88,Pass
STU1387,Damon,Male,Grade 2,Arts,44.17,49.87,45.14,74.29,85.96,59.89,3,92.12,Pass
STU1388,Noah,Male,Grade 3,Math's,63.45,73.67,39.69,76.16,85.91,67.77,3,78.22,Fail
STU1389,Sophia,Male,Grade 5,English,62.71,54.16,62.43,73.01,75.5,65.56,3,85.78,Pass
STU1390,Zen,Female,Grade 2,Science,71.85,79.08,64.38,57.64,76.88,69.97,3,90.06,Pass
STU1391,Liam,Female,Grade 2,Math's,80.84,82.5,80.44,48.38,57.25,69.88,3,81.94,Pass
STU1392,Zen,Male,Grade 4,Phys.Ed,55.01,78.07,99.45,61.97,59.26,70.75,4,83.28,Pass
STU1393,Lucas,Female,Grade 5,Arts,52.83,53.59,59.62,61.97,58.63,57.33,3,95.66,Pass
STU1394,Cal,Female,Grade 2,English,64.96,67.59,64.17,61.87,42.63,60.24,3,73.46,Pass
STU1395,Emma,Male,Grade 4,Phys.Ed,86.6,62.89,92.13,50.34,78.91,74.17,4,84.13,Pass
STU1396,Olivia,Female,Grade 1,English,76.73,59.97,36.05,51.75,57.42,56.38,3,91.95,Pass
STU1397,Shawn,Male,Grade 4,English,44.16,60.48,69.84,59.21,54.96,57.73,3,73.96,Pass
STU1398,Emma,Male,Grade 5,English,71.66,99.98,79.42,61.56,44.24,71.37,4,94.44,Pass
STU1399,Mia,Female,Grade 2,Science,43.32,64.72,68.76,57.88,34.97,53.93,2,73.02,Pass
STU1400,Mason,Female,Grade 2,Math's,51.21,57.25,76.98,60.89,81.14,65.49,3,73.4,Pass
STU1401,Emma,Male,Grade 4,Science,67.69,67.75,50.8,78.14,21.03,57.08,3,83.85,Pass
STU1402,Michal,Male,Grade 2,Arts,43.96,95.65,31.26,69.88,77.09,63.57,3,88.96,Pass
STU1403,Sophia,Male,Grade 5,Phys.Ed,47.93,88.38,33.78,53.5,70.66,58.85,3,77.17,Pass
STU1404,Sophia,Male,Grade 5,Phys.Ed,59.19,77.65,55.89,63.78,81.34,67.57,3,90.33,Pass
STU1405,Tyler,Male,Grade 1,Math's,35.4,84.35,75.99,55.99,66.49,63.64,3,92.05,Pass
STU1406,Noah,Male,Grade 5,English,79.48,59.69,45.63,39.25,28.23,50.46,2,89.81,Pass
STU1407,Emma,Female,Grade 3,English,83.24,55.97,60.29,46.67,71.1,63.45,3,85.05,Pass
STU1408,Liam,Female,Grade 3,Math's,47.17,73.46,18.65,59.47,85.6,56.87,3,82.91,Pass
STU1409,Sophia,Female,Grade 3,Phys.Ed,63.95,76.67,61.66,52.01,40.57,58.97,3,86.97,Pass
STU1410,Tyler,Male,Grade 4,Arts,70.02,72.4,98.74,82.43,48.09,74.34,4,100.0,Pass
STU1411,Lucas,Female,Grade 5,Phys.Ed,40.23,80.51,54.47,47.21,82.02,60.89,3,95.49,Pass
STU1412,Lucas,Male,Grade 5,Science,85.6,61.79,96.93,68.5,67.02,75.97,4,84.07,Pass
STU1413,Zen,Female,Grade 1,Arts,67.91,55.49,63.91,65.82,60.37,62.7,3,78.24,Pass
STU1414,Shawn,Male,Grade 5,Phys.Ed,62.99,89.49,100.0,67.37,47.12,73.39,4,79.61,Fail
STU1415,Robert,Male,Grade 1,English,78.14,52.73,61.64,45.9,75.24,62.73,3,79.71,Pass
STU1416,Robert,Male,Grade 3,Math's,25.09,47.81,66.5,73.18,70.21,56.56,3,85.12,Not Attended
STU1417,Cal,Female,Grade 4,Phys.Ed,46.33,80.35,48.46,52.5,40.91,53.71,2,80.71,Pass
STU1418,Mack,Male,Grade 2,English,29.95,70.52,31.8,62.82,64.5,51.92,2,79.33,Pass
STU1419,Sophia,Female,Grade 2,English,44.53,77.55,47.08,70.87,56.4,59.29,3,76.32,Pass
STU1420,Cal,Male,Grade 4,Phys.Ed,55.51,40.84,48.49,45.98,84.9,55.14,3,80.81,Pass
STU1421,Michal,Male,Grade 5,Math's,42.02,79.17,59.57,75.59,70.01,65.27,3,83.99,Fail
STU1422,Olivia,Female,Grade 1,Arts,71.15,63.98,60.6,74.07,61.18,66.2,3,84.12,Pass
STU1423,Tyler,Male,Grade 5,English,67.86,81.37,62.73,80.91,40.19,66.61,3,96.81,Pass
STU1424,Mia,Female,Grade 5,Math's,71.72,85.74,93.98,46.29,60.66,71.68,4,83.61,Pass
STU1425,Jack,Female,Grade 4,Phys.Ed,55.36,69.26,67.27,31.55,71.02,58.89,3,89.93,Pass
STU1426,Liam,Female,Grade 4,Phys.Ed,53.21,73.13,71.78,74.55,59.8,66.49,3,99.91,Pass
STU1427,Jack,Male,Grade 5,Phys.Ed,87.45,24.97,68.64,45.52,50.12,55.34,3,95.39,Pass
STU1428,Noah,Female,Grade 2,Math's,74.85,65.81,44.43,51.78,54.71,58.31,3,69.71,Pass
STU1429,Ethan,Male,Grade 4,Science,60.37,85.7,60.48,78.17,86.8,74.3,4,76.58,Fail
STU1430,Sophia,Male,Grade 3,Arts,62.01,77.93,82.48,63.05,83.67,73.83,4,100.0,Fail
STU1431,Emma,Female,Grade 5,Arts,80.35,67.22,63.41,58.0,70.82,67.96,3,79.97,Pass
STU1432,Emma,Female,Grade 3,Science,46.38,92.82,60.82,72.33,51.34,64.74,3,84.08,Fail
STU1433,Ava,Male,Grade 4,Arts,64.15,45.16,74.17,51.57,80.92,63.19,3,85.62,Fail
STU1434,Tyler,Male,Grade 5,English,59.05,53.49,58.26,66.39,85.47,64.53,3,76.48,Pass
STU1435,Ethan,Female,Grade 2,Science,75.97,69.9,61.8,67.54,47.03,64.45,3,94.02,Pass
STU1436,Damon,Female,Grade 2,Phys.Ed,63.04,38.47,47.54,62.62,60.44,54.42,2,100.0,Pass
STU1437,Noah,Male,Grade 2,English,62.41,75.52,69.22,68.93,97.97,74.81,4,86.17,Pass
STU1438,Noah,Female,Grade 4,Arts,64.03,45.74,54.43,58.1,49.73,54.41,2,84.17,Pass
STU1439,Noah,Female,Grade 1,Phys.Ed,58.05,72.88,63.71,64.61,58.02,63.46,3,87.23,Pass
STU1440,Zen,Male,Grade 1,English,51.42,63.09,50.49,65.76,64.28,59.0,3,92.12,Fail
STU1441,Jack,Male,Grade 3,Arts,57.72,82.85,42.78,76.78,59.21,63.87,3,77.33,Fail
STU1442,Shawn,Female,Grade 3,Arts,89.36,67.14,61.33,53.97,60.65,66.49,3,81.82,Pass
STU1443,Mia,Male,Grade 4,Math's,50.51,69.18,33.46,56.63,63.45,54.65,2,70.52,Pass
STU1444,Mason,Male,Grade 4,Math's,47.85,52.16,75.48,65.28,62.07,60.57,3,85.38,Pass
STU1445,Damon,Male,Grade 5,Phys.Ed,81.25,91.34,88.67,78.07,58.42,79.55,4,86.41,Pass
STU1446,Emma,Male,Grade 2,English,53.59,63.54,62.37,65.35,62.76,61.52,3,79.35,Pass
STU1447,Mack,Male,Grade 5,Math's,47.41,72.52,76.37,72.26,75.11,68.74,3,82.93,Pass
STU1448,Tyler,Male,Grade 1,Math's,47.17,59.48,77.67,50.54,26.13,52.2,2,80.68,Pass
STU1449,Emma,Female,Grade 5,Math's,71.5,64.88,66.7,54.89,81.58,67.91,3,87.41,Pass
STU1450,Mia,Female,Grade 1,Science,65.09,91.49,72.57,55.63,100.0,76.96,4,80.98,Pass
STU1451,Zen,Female,Grade 5,Math's,77.08,72.96,66.41,84.32,75.54,75.26,4,77.24,Pass
STU1452,Tyler,Female,Grade 1,English,43.24,76.21,80.42,68.3,69.65,67.57,3,82.94,Pass
STU1453,Ava,Male,Grade 1,English,54.69,58.34,35.23,68.75,69.81,57.36,3,91.78,Fail
STU1454,Noah,Female,Grade 2,Math's,72.74,70.6,77.14,59.53,60.1,68.02,3,92.62,Pass
