student_id,student_name,gender,school_type,grade_name,branch,parent_education,commute_time,prior_gpa,attendance_pct,quiz_avg,assignment_avg,midterm_score,study_hours_per_week,on_time_submission_pct,lms_logins_per_week,forum_posts,engagement_score,arts_score,english_score,math_score,phys_ed_score,science_score,average_marks,final_score,gpa,grade_band,exam_status,at_risk
STU1304,Mack,Female,Government,Grade 1,Arts,High School,12.65,6.02,95.43,39.61,44.34,17.95,8.0,60.88,3,2,4.75,65.11,56.63,60.76,51.97,49.15,48.19,70.8,2,B,Pass,1
STU1305,Damon,Female,Semi-Government,Grade 2,Math's,Graduate,4.14,8.0,67.24,78.58,61.75,64.89,7.37,85.52,1,0,3.3,63.89,57.64,47.13,55.68,74.29,62.98,90.89,3,A,Pass,0
STU1306,Sophia,Female,Private,Grade 4,Math's,Graduate,99.01,4.41,75.76,84.12,81.98,66.61,7.03,63.25,7,1,5.51,73.44,72.45,40.13,56.24,65.71,67.58,72.19,3,B,Pass,0
STU1307,Zen,Male,Government,Grade 5,English,High School,66.28,10.0,57.94,59.04,53.79,49.71,17.69,54.89,4,1,8.73,62.56,79.1,45.23,62.53,46.6,57.32,87.11,3,A,Fail,1
STU1308,Mack,Male,Private,Grade 3,Arts,Post Graduate,58.35,6.91,100.0,63.07,47.29,74.47,12.37,34.76,3,3,6.75,39.62,75.44,80.09,44.61,63.35,60.99,91.33,3,A,Pass,0
STU1309,Vivaan,Male,Semi-Government,Grade 5,Arts,Graduate,80.22,7.28,56.01,40.77,48.02,63.18,0.0,65.85,2,3,1.45,64.45,80.54,36.33,45.9,84.93,58.01,77.07,3,B,Fail,1
STU1310,Shawn,Female,Private,Grade 5,Phys.Ed,Graduate,73.42,5.78,74.52,53.8,76.74,73.45,6.89,78.1,6,1,5.11,48.19,71.96,59.14,58.32,50.31,61.49,64.91,3,C,Fail,0
STU1311,Ethan,Female,Government,Grade 4,Science,High School,14.29,7.19,81.0,45.1,50.54,78.93,9.55,57.85,3,4,5.87,100.0,40.81,66.28,42.44,58.26,60.29,70.98,3,B,Pass,0
STU1312,Anaya,Female,Semi-Government,Grade 5,Arts,High School,5.18,8.02,74.76,94.08,42.22,9.74,3.69,57.03,6,1,3.83,60.33,84.45,66.61,58.5,65.63,60.2,61.52,3,C,Pass,1
STU1313,Sophia,Female,Government,Grade 5,Arts,High School,31.8,8.12,52.34,29.61,100.0,64.77,8.55,93.65,6,3,6.27,87.71,67.95,35.55,69.27,45.19,62.51,80.6,3,B,Not Attended,1
STU1314,Cal,Male,Government,Grade 5,Science,High School,34.83,8.83,81.72,60.81,43.87,60.65,2.59,26.33,5,0,2.79,75.97,57.99,68.26,65.04,62.6,61.9,74.98,3,B,Pass,1
STU1315,Kabir,Female,Government,Grade 1,English,Graduate,28.21,3.87,46.74,67.64,73.76,10.76,12.08,87.02,2,0,5.53,63.43,38.41,72.68,50.84,57.3,54.35,60.28,2,C,Not Attended,1
STU1316,Anaya,Female,Private,Grade 1,Phys.Ed,Graduate,54.42,4.43,69.24,59.43,62.21,21.18,10.41,89.92,2,3,5.61,60.92,66.61,64.04,53.63,58.78,55.85,67.97,3,C,Pass,1
STU1317,Sara,Male,Private,Grade 2,Phys.Ed,Post Graduate,52.98,6.48,81.71,64.63,43.29,52.37,0.0,88.7,0,1,0.25,76.8,71.68,76.57,54.93,69.94,63.77,42.88,3,D,Pass,1
STU1318,Hudson,Female,Private,Grade 1,Phys.Ed,Post Graduate,8.69,6.98,65.59,60.22,100.0,59.2,10.28,100.0,2,2,5.31,80.38,58.69,71.67,58.37,45.86,66.8,100.0,3,A,Pass,0
STU1319,Shawn,Female,Semi-Government,Grade 3,Math's,Post Graduate,37.68,4.8,54.23,61.18,46.87,91.17,8.76,85.04,5,1,5.5,48.69,85.98,100.0,72.0,78.57,73.06,74.82,4,B,Pass,1
STU1320,Diya,Male,Government,Grade 1,English,Graduate,51.83,5.32,71.64,57.41,100.0,47.83,5.64,71.24,5,4,5.01,70.72,86.58,57.28,52.05,55.16,65.88,83.59,3,B,Pass,0
STU1321,Jack,Female,Private,Grade 2,Science,Post Graduate,62.58,3.94,61.85,67.23,53.46,77.8,2.18,53.54,2,3,2.32,47.75,71.92,100.0,51.56,51.65,65.17,63.07,3,C,Pass,1
STU1322,Kabir,Male,Government,Grade 3,Science,Graduate,80.06,9.1,83.25,58.13,71.18,97.75,8.06,24.76,7,1,5.92,47.22,64.56,49.62,71.5,73.7,66.71,99.18,3,A,Fail,0
STU1323,Michal,Female,Private,Grade 2,Math's,Graduate,50.64,7.99,97.91,17.3,45.68,61.05,11.92,45.89,2,3,6.22,44.95,73.62,61.34,47.98,40.24,49.02,77.43,2,B,Pass,1
STU1324,Mack,Male,Government,Grade 5,Arts,Graduate,57.42,5.35,64.46,60.58,67.99,30.32,3.79,69.36,1,2,2.37,43.92,91.91,47.64,71.51,45.17,57.38,60.44,3,C,Pass,1
STU1325,Meera,Male,Government,Grade 4,Science,Graduate,46.45,7.11,58.04,62.59,48.76,90.26,2.3,54.67,5,0,2.67,69.18,70.88,59.35,62.11,49.91,64.13,76.67,3,B,Fail,1
STU1326,Aarav,Female,Government,Grade 5,Science,High School,55.7,7.43,72.01,23.58,91.83,41.99,3.54,88.6,3,3,3.22,73.42,50.47,74.61,53.92,69.01,59.85,73.92,3,B,Pass,1
STU1327,Tyler,Male,Government,Grade 1,English,High School,62.48,7.03,79.48,57.72,75.37,43.49,8.6,86.57,4,1,5.09,41.62,69.92,46.65,46.35,75.3,57.05,92.6,3,A,Pass,1
STU1328,Mack,Female,Government,Grade 1,English,Graduate,26.24,5.18,71.46,60.44,100.0,72.57,10.32,56.68,5,5,7.13,72.21,62.5,64.21,53.04,75.37,70.04,83.13,4,B,Fail,0
STU1329,Mia,Male,Government,Grade 1,Science,High School,44.04,8.75,83.47,64.68,75.89,82.99,2.99,56.65,2,1,2.15,35.56,73.14,77.79,68.29,42.94,65.16,95.02,3,A,Pass,1
STU1330,Vivaan,Male,Government,Grade 4,Math's,High School,58.02,8.68,84.26,56.19,30.65,95.71,13.78,80.65,3,1,6.81,70.37,69.05,59.79,50.77,43.88,59.55,96.59,3,A,Pass,0
STU1331,Zen,Male,Semi-Government,Grade 5,Science,Graduate,45.19,5.06,60.5,62.79,92.26,48.66,3.14,69.93,3,4,3.31,49.03,62.04,70.01,71.69,58.61,64.39,60.15,3,C,Pass,0
STU1332,Jack,Male,Private,Grade 5,Phys.Ed,Graduate,10.11,4.83,69.1,35.54,83.42,69.91,10.47,41.26,6,2,6.79,60.07,84.39,27.89,60.79,54.82,59.6,72.03,3,B,Fail,1
STU1333,Mack,Male,Government,Grade 3,Science,High School,64.73,8.56,78.18,86.51,68.14,91.27,10.83,88.12,4,3,6.48,46.51,45.25,85.03,54.11,42.84,64.96,99.47,3,A,Not Attended,0
STU1334,Jack,Male,Government,Grade 5,Arts,Graduate,19.71,3.6,67.08,87.28,55.75,48.88,3.58,61.27,7,1,4.13,75.78,63.93,60.05,44.14,59.9,61.96,77.39,3,B,Pass,0
STU1335,Cal,Female,Private,Grade 2,English,Post Graduate,62.54,4.24,65.52,27.71,45.26,44.55,4.92,74.48,5,0,3.72,45.1,76.46,64.65,68.63,44.35,52.09,40.05,2,D,Pass,1
STU1336,Mack,Female,Semi-Government,Grade 5,Science,High School,18.34,2.31,41.63,100.0,54.14,84.04,3.92,42.02,2,2,2.77,67.71,58.43,22.64,58.0,71.97,64.62,81.3,3,B,Pass,1
STU1337,Jack,Female,Private,Grade 5,English,Post Graduate,56.79,6.67,74.53,83.62,59.62,77.73,1.2,48.86,1,4,1.83,71.98,61.67,66.92,60.77,74.84,69.64,78.85,3,B,Not Attended,1
STU1338,Shawn,Male,Semi-Government,Grade 2,English,High School,54.64,4.51,69.84,45.3,58.67,85.24,4.94,96.19,2,2,3.18,77.47,55.63,60.99,58.28,53.57,61.89,70.29,3,B,Pass,0
STU1339,Sophia,Female,Private,Grade 5,Science,Post Graduate,98.89,8.55,66.05,79.19,99.31,42.14,4.64,56.04,1,1,2.46,69.38,58.31,42.15,51.16,58.99,62.58,80.63,3,B,Pass,1
STU1340,Vivaan,Male,Semi-Government,Grade 5,Science,Graduate,69.06,5.7,78.31,65.81,6.63,38.88,3.98,41.73,4,5,4.24,55.55,51.56,77.74,92.71,79.14,58.5,60.05,3,C,Pass,1
STU1341,Kabir,Female,Government,Grade 5,Math's,Graduate,24.8,9.27,79.99,44.42,75.74,59.0,8.97,61.1,7,1,6.29,66.95,61.07,91.72,57.51,50.68,63.39,91.54,3,A,Pass,1
STU1342,Riya,Female,Government,Grade 5,Phys.Ed,High School,41.73,6.5,86.71,68.81,21.62,81.88,7.29,52.65,6,3,5.77,46.1,80.52,40.94,51.82,41.36,54.13,85.0,2,A,Pass,0
STU1343,Mason,Male,Private,Grade 5,Arts,Graduate,50.5,6.39,70.49,97.58,47.34,6.65,7.27,94.82,4,1,4.56,75.47,67.47,51.41,68.23,96.88,63.88,73.88,3,B,Not Attended,1
STU1344,Isha,Female,Private,Grade 5,Arts,Post Graduate,41.74,5.44,88.03,57.29,64.64,71.8,3.48,40.67,5,1,3.39,77.41,55.61,66.92,39.3,57.72,61.34,66.78,3,C,Pass,0
STU1345,Kabir,Female,Government,Grade 1,Math's,High School,29.97,6.27,66.87,54.43,71.42,46.1,12.24,56.29,4,2,6.8,90.42,60.71,50.94,52.0,50.75,59.6,71.49,3,B,Pass,0
STU1346,Liam,Female,Government,Grade 2,Arts,High School,104.41,5.31,68.45,61.42,63.58,57.04,6.25,65.99,6,0,4.6,61.47,83.37,49.21,71.99,66.03,64.26,71.02,3,B,Pass,0
STU1347,Emma,Female,Government,Grade 5,Arts,High School,68.33,6.13,82.64,58.58,48.57,100.0,0.0,100.0,5,1,2.0,62.17,54.44,23.34,66.56,63.78,59.68,83.49,3,B,Fail,1
STU1348,Jack,Male,Government,Grade 5,Phys.Ed,Post Graduate,78.2,5.34,60.5,87.52,88.4,70.62,2.44,42.73,5,3,3.48,42.03,74.43,50.87,90.08,78.09,72.76,73.1,4,B,Pass,1
STU1349,Riya,Male,Private,Grade 3,Math's,Post Graduate,0.0,7.6,59.34,64.53,74.8,42.68,1.33,65.56,3,3,2.33,60.82,100.0,43.08,56.48,63.39,63.22,78.48,3,B,Fail,1
STU1350,Ethan,Male,Private,Grade 2,English,Graduate,72.09,5.33,72.83,68.2,60.41,47.47,6.03,56.45,7,2,5.36,69.18,51.89,48.75,55.29,70.09,58.91,86.28,3,A,Pass,0
STU1351,Robert,Male,Government,Grade 4,English,High School,30.42,5.88,62.31,69.37,52.23,47.44,4.39,61.72,6,5,5.11,70.19,91.16,67.24,83.91,39.94,65.18,74.71,3,B,Pass,0
STU1352,Zen,Female,Private,Grade 4,Phys.Ed,High School,33.3,5.99,35.75,27.93,87.71,29.36,6.43,90.63,4,1,4.22,45.16,48.47,38.54,67.19,57.14,50.19,74.92,2,B,Fail,1
STU1353,Noah,Male,Private,Grade 1,Phys.Ed,Graduate,53.39,7.25,58.2,76.67,75.49,52.6,11.19,67.45,4,4,6.88,55.94,55.59,63.53,72.17,98.17,68.77,72.9,3,B,Not Attended,1
STU1354,Cal,Female,Semi-Government,Grade 5,English,Graduate,73.93,7.58,41.9,65.19,40.66,38.7,7.47,48.01,3,3,4.79,66.85,48.5,41.85,39.3,71.97,51.63,65.67,2,C,Fail,1
STU1355,Sophia,Female,Private,Grade 3,English,High School,44.04,8.43,69.45,37.07,70.48,78.42,7.6,76.53,5,4,5.79,31.95,72.12,68.12,70.1,72.94,62.65,83.83,3,B,Pass,1
STU1356,Isha,Male,Semi-Government,Grade 2,Science,High School,59.03,4.41,81.07,40.29,63.81,11.13,3.41,62.97,4,4,3.76,71.05,52.82,63.54,57.46,68.89,53.62,50.53,2,D,Pass,1
STU1357,Isha,Female,Private,Grade 4,Phys.Ed,Graduate,21.01,4.88,84.58,67.14,46.25,24.28,7.42,43.05,3,3,4.77,49.28,73.34,45.11,50.11,55.7,51.4,46.14,2,D,Pass,1
STU1358,Robert,Male,Government,Grade 4,Arts,High School,72.84,5.03,87.49,40.11,74.67,83.79,2.97,59.66,7,0,3.64,61.73,93.68,56.54,63.23,53.51,65.91,90.21,3,A,Pass,1
STU1359,Jack,Male,Private,Grade 2,English,Post Graduate,32.7,5.21,47.67,52.28,32.89,87.2,3.77,89.65,4,1,3.16,65.97,91.52,35.95,61.07,79.62,63.31,66.92,3,C,Not Attended,1
STU1360,Diya,Male,Semi-Government,Grade 1,Science,Post Graduate,53.8,6.14,50.96,83.66,54.02,74.24,7.54,47.06,4,3,5.17,68.5,50.47,68.01,65.88,87.62,69.05,76.77,3,B,Fail,1
STU1361,Michal,Male,Semi-Government,Grade 3,Arts,High School,39.24,6.38,78.83,64.11,54.26,80.74,9.19,23.42,4,2,5.58,67.55,75.5,99.06,58.83,39.83,67.48,75.24,3,B,Pass,0
STU1362,Sophia,Male,Semi-Government,Grade 1,Arts,High School,33.85,4.28,59.97,49.33,44.51,62.78,5.68,84.95,3,3,4.07,37.73,91.04,62.56,51.46,56.96,57.04,44.17,3,D,Fail,1
STU1363,Sara,Male,Semi-Government,Grade 2,English,Graduate,91.14,3.95,69.42,81.22,57.1,65.65,9.92,27.02,3,2,5.52,67.99,59.21,83.08,63.82,60.25,67.29,57.25,3,C,Pass,0
STU1364,Diya,Female,Private,Grade 1,English,Post Graduate,31.23,7.07,56.21,33.23,69.99,53.27,1.38,62.22,10,2,4.55,45.87,66.72,37.81,65.36,28.97,50.15,87.35,2,A,Pass,1
STU1365,Robert,Male,Government,Grade 5,Arts,High School,62.39,7.97,71.11,71.61,75.35,25.83,12.93,59.86,7,1,7.87,63.71,85.94,42.36,59.47,53.51,59.72,86.82,3,A,Pass,1
STU1366,Lucas,Male,Government,Grade 2,Math's,Graduate,26.75,9.5,55.6,84.49,55.1,12.2,8.61,21.09,1,0,3.79,51.49,82.11,58.22,78.39,72.12,61.77,85.56,3,A,Pass,1
STU1367,Kabir,Male,Private,Grade 2,English,High School,51.08,2.17,91.66,68.77,73.08,33.95,1.95,93.61,5,1,2.78,44.26,84.42,75.7,65.63,43.19,61.13,73.81,3,B,Fail,1
STU1368,Jack,Male,Semi-Government,Grade 3,Science,Post Graduate,0.0,5.63,71.75,46.03,72.43,42.89,8.54,58.98,1,2,4.27,56.87,54.23,62.14,58.38,76.21,58.65,89.72,3,A,Pass,1
STU1369,Kabir,Male,Semi-Government,Grade 3,Science,Graduate,28.49,6.12,63.6,65.47,36.61,37.57,0.0,31.48,6,3,2.85,69.22,61.07,71.36,49.48,95.29,60.76,56.66,3,C,Pass,1
STU1370,Vivaan,Female,Government,Grade 2,Math's,Graduate,34.14,8.17,88.19,80.17,40.64,35.21,9.85,76.82,6,2,6.54,47.95,23.62,85.1,63.33,60.12,54.52,99.21,2,A,Pass,1
STU1371,Mack,Male,Government,Grade 4,English,Post Graduate,49.01,6.07,74.96,92.42,83.52,22.24,4.74,64.32,5,2,4.15,57.81,58.0,33.75,60.0,65.75,59.19,59.56,3,C,Pass,1
STU1372,Noah,Male,Government,Grade 5,Math's,Graduate,60.44,4.21,72.15,91.12,37.33,90.5,2.56,51.43,4,1,2.67,36.05,75.2,38.3,64.71,56.64,61.23,75.28,3,B,Pass,1
STU1373,Riya,Male,Government,Grade 5,Phys.Ed,Post Graduate,12.86,5.84,75.64,34.51,50.37,33.99,3.03,51.28,2,4,2.91,97.13,49.9,77.95,42.18,79.96,58.25,64.14,3,C,Pass,1
STU1374,Vivaan,Female,Government,Grade 2,Arts,High School,42.6,6.14,100.0,98.92,70.09,29.05,2.0,59.54,3,3,2.6,61.72,71.22,50.81,47.8,73.33,62.87,61.83,3,C,Pass,1
STU1375,Aarav,Male,Semi-Government,Grade 2,English,Graduate,51.66,7.83,71.31,32.84,80.17,100.0,0.0,73.34,3,1,1.3,67.57,56.04,83.05,61.26,76.76,69.71,90.78,3,A,Pass,1
STU1376,Mia,Female,Government,Grade 5,Phys.Ed,High School,65.41,6.05,57.9,100.0,79.99,73.95,2.67,94.6,4,2,2.97,50.01,65.42,85.97,76.95,50.93,72.9,95.5,4,A,Not Attended,1
STU1377,Mack,Female,Government,Grade 5,Science,Graduate,44.93,6.43,55.68,66.01,39.58,77.31,2.45,58.5,3,3,2.78,32.59,85.83,58.73,93.33,57.6,63.87,80.55,3,B,Fail,1
STU1378,Vivaan,Female,Government,Grade 1,Arts,High School,17.66,6.83,49.82,21.59,53.36,59.04,15.6,95.99,7,3,9.44,63.74,75.5,41.86,39.0,47.98,50.26,74.65,2,B,Pass,1
STU1379,Damon,Female,Private,Grade 1,English,High School,13.49,5.98,73.17,88.34,67.59,98.48,7.18,59.14,3,3,4.67,65.5,65.52,98.46,51.74,79.39,76.88,99.55,4,A,Pass,0
STU1380,Mason,Male,Private,Grade 5,English,Post Graduate,96.94,6.85,79.0,53.2,48.27,61.32,7.16,97.24,5,1,4.86,29.82,78.8,26.24,42.13,46.77,48.32,76.11,2,B,Pass,0
STU1381,Lucas,Male,Government,Grade 4,Science,Graduate,44.5,7.65,77.68,71.6,71.48,78.09,3.45,64.37,2,3,2.83,66.42,67.93,52.32,67.99,58.59,66.8,91.43,3,A,Pass,0
STU1382,Mason,Male,Private,Grade 1,English,Graduate,0.0,6.07,44.29,52.29,62.48,72.13,0.0,25.0,3,3,1.8,62.87,82.11,62.09,80.5,74.46,68.62,57.31,3,C,Pass,1
STU1383,Aarav,Female,Private,Grade 5,English,High School,42.52,6.35,61.29,21.28,68.2,67.0,8.68,84.8,5,5,6.47,69.38,87.46,67.4,60.6,70.33,63.96,81.68,3,B,Pass,1
STU1384,Emma,Female,Private,Grade 3,English,High School,82.0,9.22,72.06,60.29,56.79,91.11,7.69,54.77,3,1,4.38,56.44,40.37,100.0,52.67,73.69,66.42,89.12,3,A,Pass,0
STU1385,Liam,Male,Government,Grade 4,Math's,Graduate,77.93,6.93,78.77,36.95,43.19,43.6,14.0,52.83,2,1,6.55,57.38,65.09,73.75,58.06,68.22,55.78,70.19,3,B,Pass,1
STU1386,Tyler,Male,Government,Grade 5,Science,High School,30.95,4.88,40.59,53.17,38.23,40.48,3.79,76.88,2,2,2.72,66.37,84.19,56.61,59.17,70.12,58.54,60.8,3,C,Fail,1
STU1387,Mason,Male,Private,Grade 3,English,Graduate,37.61,6.87,56.46,70.83,76.91,67.67,6.8,41.6,5,2,4.97,60.67,67.69,36.91,52.08,63.59,62.04,77.06,3,B,Not Attended,1
STU1388,Isha,Female,Government,Grade 3,Math's,Post Graduate,73.58,4.68,81.62,65.89,80.21,62.58,1.71,0.0,5,2,2.93,59.16,70.28,68.61,72.81,80.02,69.95,67.92,3,C,Not Attended,1
STU1389,Robert,Male,Private,Grade 5,English,High School,12.82,4.86,44.27,64.46,70.45,67.05,10.28,87.51,4,3,6.26,61.55,73.33,37.93,51.16,70.71,62.08,81.83,3,B,Not Attended,1
STU1390,Olivia,Male,Private,Grade 4,Math's,High School,63.99,7.45,69.51,80.7,71.72,24.62,9.98,45.21,3,1,5.29,61.91,84.45,61.26,34.95,43.32,57.87,99.58,3,A,Fail,1
STU1391,Hudson,Female,Government,Grade 4,Phys.Ed,High School,29.95,5.81,100.0,47.67,45.01,75.79,9.73,66.72,4,3,6.04,69.31,45.48,52.46,57.83,37.7,53.91,92.91,2,A,Pass,0
STU1392,Tyler,Male,Private,Grade 1,Arts,Graduate,74.81,5.79,85.47,32.06,88.37,76.25,3.65,51.53,5,3,3.96,53.45,62.92,94.28,60.08,86.02,69.18,63.18,3,C,Pass,1
STU1393,Riya,Female,Private,Grade 3,English,High School,61.38,6.74,76.31,67.86,71.94,91.68,2.77,47.8,2,3,2.56,24.69,59.82,47.81,67.67,45.59,59.63,70.72,3,B,Pass,1
STU1394,Sara,Male,Private,Grade 4,Math's,High School,8.08,8.18,47.51,68.11,100.0,59.92,6.36,71.47,6,2,5.14,60.14,64.27,50.46,73.31,80.25,69.56,79.09,3,B,Pass,1
STU1395,Meera,Male,Government,Grade 5,Phys.Ed,High School,29.63,7.26,63.12,71.68,81.66,72.65,6.41,68.29,3,1,3.86,55.06,55.67,68.09,65.56,59.56,66.24,85.64,3,A,Pass,0
STU1396,Liam,Female,Government,Grade 5,English,Graduate,49.9,8.69,79.4,42.42,90.51,79.16,4.38,42.13,6,1,4.1,75.27,49.29,80.93,76.8,64.48,69.86,94.27,3,A,Pass,1
STU1397,Vivaan,Male,Government,Grade 4,Arts,High School,33.93,4.67,83.6,36.49,96.55,56.43,13.8,46.35,4,1,7.17,34.6,69.8,66.2,62.47,66.64,61.15,66.08,3,C,Fail,1
STU1398,Ava,Male,Government,Grade 4,Math's,High School,33.58,7.96,70.51,43.82,73.68,70.52,3.88,28.97,3,3,3.35,48.14,70.87,81.06,66.19,95.92,68.77,80.45,3,B,Pass,1
STU1399,Liam,Male,Private,Grade 5,Arts,Graduate,41.39,7.43,100.0,58.28,43.96,100.0,8.72,38.25,4,1,5.14,44.37,53.95,60.16,50.82,91.25,62.85,84.4,3,B,Pass,0
STU1400,Cal,Male,Private,Grade 5,Math's,Graduate,16.72,6.88,92.86,52.46,97.74,22.7,5.53,46.44,5,0,3.96,78.66,61.88,64.9,55.69,78.06,64.01,76.5,3,B,Pass,1
STU1401,Liam,Female,Private,Grade 2,Science,High School,3.82,7.15,100.0,54.87,54.04,45.36,4.85,74.69,2,2,3.14,68.83,44.72,46.6,51.8,48.96,51.9,84.97,2,B,Pass,0
STU1402,Diya,Male,Government,Grade 4,English,Graduate,34.73,7.92,68.3,34.81,29.8,84.73,10.94,65.08,5,1,6.38,73.74,50.54,35.95,66.82,61.34,54.71,88.58,2,A,Pass,1
STU1403,Vivaan,Female,Private,Grade 5,Phys.Ed,High School,77.87,7.64,77.31,45.39,56.52,70.08,5.79,100.0,2,0,3.02,76.25,58.39,53.4,46.98,53.99,57.62,85.25,3,A,Pass,0
STU1404,Aditya,Male,Government,Grade 3,Math's,Post Graduate,70.07,6.62,56.96,45.82,78.42,40.49,6.01,55.35,5,2,4.65,32.54,81.29,48.83,57.95,64.36,56.21,72.59,3,B,Not Attended,1
STU1405,Zen,Female,Private,Grade 5,Arts,Graduate,41.18,7.5,53.64,80.68,88.54,41.76,17.48,85.07,0,0,6.99,30.84,64.72,67.6,64.69,42.03,60.11,83.91,3,B,Not Attended,1
STU1406,Anaya,Female,Private,Grade 5,English,Post Graduate,66.67,4.93,58.59,49.61,60.74,45.59,6.38,95.89,6,0,4.65,68.41,55.19,46.67,65.68,69.98,57.73,84.16,3,B,Not Attended,1
STU1407,Hudson,Male,Private,Grade 3,Arts,Graduate,20.89,7.61,77.69,58.71,45.47,73.08,7.22,29.33,3,1,4.19,49.53,85.47,78.52,52.66,75.7,64.89,89.15,3,A,Pass,0
STU1408,Zen,Female,Private,Grade 2,Phys.Ed,Graduate,72.19,3.66,73.22,73.62,47.62,88.93,3.26,68.84,2,0,2.0,73.52,68.11,72.03,70.59,54.54,68.62,80.15,3,B,Pass,0
STU1409,Hudson,Female,Government,Grade 3,Math's,Graduate,53.9,6.17,79.81,55.47,65.35,69.26,5.75,59.84,7,3,5.5,49.98,56.44,51.95,57.47,53.67,57.45,78.27,3,B,Pass,0
STU1410,Noah,Female,Government,Grade 1,Science,Graduate,63.61,4.83,83.51,59.04,82.04,72.09,4.82,76.45,3,6,4.48,57.9,60.78,82.58,70.38,53.87,67.34,91.65,3,A,Fail,0
STU1411,Riya,Male,Private,Grade 3,Arts,High School,15.46,4.38,77.6,62.98,66.24,34.84,10.15,77.39,3,1,5.36,39.37,85.03,79.45,69.87,71.82,63.7,78.92,3,B,Fail,1
STU1412,Meera,Female,Semi-Government,Grade 4,English,Graduate,74.59,5.57,74.64,58.45,55.86,70.96,3.17,36.67,1,5,2.87,60.97,77.84,60.79,67.36,70.61,65.36,66.06,3,C,Pass,0
STU1413,Anaya,Female,Private,Grade 2,Phys.Ed,Post Graduate,17.44,7.48,52.07,47.16,85.16,66.12,7.26,53.27,4,0,4.3,51.08,93.63,56.14,51.73,98.75,68.72,78.18,3,B,Pass,1
STU1414,Emma,Male,Private,Grade 5,Science,Graduate,44.45,8.49,81.86,58.09,77.1,54.98,0.0,24.94,1,1,0.6,41.26,54.16,73.58,51.19,79.67,61.25,70.39,3,B,Pass,1
STU1415,Aarav,Male,Government,Grade 3,Science,Graduate,91.25,6.01,63.95,67.45,61.68,41.54,6.48,74.15,5,5,5.59,29.23,72.43,67.19,40.31,79.0,57.35,85.59,3,A,Fail,1
STU1416,Robert,Male,Government,Grade 4,Science,Graduate,36.67,5.62,68.62,78.44,52.42,9.11,9.24,47.45,5,2,5.95,57.52,55.28,57.95,55.86,79.34,55.74,69.74,3,C,Pass,1
STU1417,Kabir,Female,Semi-Government,Grade 2,Science,Graduate,22.0,6.01,77.08,7.7,76.42,44.98,1.98,33.9,9,4,4.94,57.13,36.12,39.96,47.64,70.19,47.52,60.69,2,C,Fail,1
STU1418,Lucas,Male,Government,Grade 5,Science,Graduate,56.09,6.5,100.0,61.87,83.04,44.22,0.0,71.45,6,4,3.1,69.84,88.66,51.75,54.93,46.84,62.64,80.5,3,B,Pass,1
STU1419,Zen,Female,Semi-Government,Grade 2,English,Post Graduate,15.67,6.94,76.61,38.62,59.24,63.22,2.48,42.15,3,2,2.54,87.97,71.78,66.41,63.99,42.8,61.75,65.11,3,C,Pass,1
STU1420,Sophia,Male,Government,Grade 2,Arts,High School,31.72,6.61,73.42,62.56,64.3,27.12,0.0,43.4,2,7,2.45,55.06,57.53,68.82,71.21,55.45,57.76,66.99,3,C,Pass,1
STU1421,Damon,Female,Private,Grade 2,Arts,High School,76.36,8.21,62.82,83.72,37.65,40.29,7.65,72.72,5,5,6.06,84.35,64.65,78.73,56.89,55.57,62.73,79.86,3,B,Not Attended,1
STU1422,Sara,Male,Private,Grade 2,Phys.Ed,High School,47.26,6.69,88.97,86.54,59.27,70.57,4.37,88.32,6,2,4.35,76.55,55.72,62.96,58.73,74.03,68.05,100.0,3,A,Pass,0
STU1423,Kabir,Female,Semi-Government,Grade 3,Phys.Ed,Graduate,62.23,4.73,74.88,39.87,45.12,85.58,8.15,68.32,3,2,4.81,54.02,59.2,52.82,68.37,68.35,59.17,67.49,3,C,Pass,1
STU1424,Aditya,Female,Private,Grade 5,Arts,Graduate,22.87,5.66,68.93,53.65,71.14,68.75,8.21,9.95,5,0,5.03,54.37,35.94,56.78,71.13,92.69,63.06,67.07,3,C,Pass,0
STU1425,Zen,Female,Private,Grade 2,Math's,Post Graduate,13.03,5.1,100.0,57.08,64.39,59.0,2.97,70.28,10,3,5.44,89.81,69.37,62.47,79.72,51.07,66.61,83.75,3,B,Pass,1
STU1426,Damon,Female,Government,Grade 5,Phys.Ed,Post Graduate,20.58,9.84,82.39,49.26,76.8,76.09,5.98,56.13,6,2,4.99,54.11,60.81,47.35,51.04,69.49,60.62,100.0,3,A,Pass,0
STU1427,Aditya,Male,Semi-Government,Grade 4,Science,Graduate,52.76,4.6,77.33,50.17,100.0,79.85,10.64,67.0,2,2,5.46,67.95,47.48,77.31,92.48,38.43,69.21,85.01,3,A,Pass,0
STU1428,Isha,Female,Private,Grade 5,Math's,High School,71.72,7.5,96.09,66.36,42.29,72.09,9.25,49.19,3,1,5.0,73.84,77.54,89.08,65.06,86.62,71.61,89.98,4,A,Pass,0
STU1429,Shawn,Male,Private,Grade 3,Arts,Graduate,55.75,3.35,89.68,80.5,66.6,75.52,10.28,66.46,0,1,4.36,57.05,58.77,53.41,32.67,54.7,59.9,66.55,3,C,Pass,0
